geometry,class,subtype
"((10.1419808, 5.5272504), (10.1420291, 5.5271397))",unclassified,road
"((2.1616064, 6.7714396), (2.1615576, 6.7713747))",unclassified,road
"((146.0388716, -6.2616819), (146.0387107, -6.2613406))",unclassified,road
"((7.7047393, 5.0285533), (7.7048466, 5.0283396))",unclassified,road
"((2.5741768, 9.925752), (2.5739862, 9.9254369))",unclassified,road
"((4.3133917, 8.0796011), (4.3122369, 8.0789506))",unclassified,road
"((30.3921539, 0.1899805), (30.3923464, 0.1902326))",unclassified,road
"((7.7051932, 11.0362711), (7.7053039, 11.036129))",unclassified,road
"((176.8900223, -39.4857268), (176.8899058, -39.4853912))",service,road
"((11.4848328, 11.1934737), (11.4845297, 11.1934395))",unclassified,road
"((174.8652041, -36.8828485), (174.8651301, -36.8829541))",tertiary,road
"((5.6266152, 10.3332604), (5.6259677, 10.3329839))",unclassified,road
"((6.9937622, 5.8666481), (6.9934884, 5.8653537))",secondary,road
"((4.1465081, 12.7799984), (4.1464926, 12.7801359))",unclassified,road
"((6.9012617, 6.2042975), (6.9013429, 6.2041105))",unclassified,road
"((12.0255603, 10.2813831), (12.0255128, 10.2816912))",unclassified,road
"((172.6814442, -43.5252096), (172.6814165, -43.5252299))",secondary,road
"((174.0694565, -35.2598169), (174.0694892, -35.2597806))",unclassified,road
"((175.8344132, -37.0684851), (175.8343795, -37.0684669))",service,road
"((173.5069742, -35.4085054), (173.5070681, -35.4085383))",service,road
"((4.6241711, 10.196612), (4.6242824, 10.1964866))",unclassified,road
"((5.459486, 10.3817516), (5.4605019, 10.3819407))",unclassified,road
"((7.6156148, 11.0533925), (7.6155531, 11.0532398))",unclassified,road
"((7.7059551, 8.5321042), (7.7059101, 8.5325004))",unclassified,road
"((171.1614658, -44.4393293), (171.1578973, -44.4378199))",unclassified,road
"((7.6844698, 6.8448959), (7.6850384, 6.8445817))",primary,road
"((166.5335781, -22.2277089), (166.5339338, -22.2277777))",service,road
"((13.1631446, 12.9097772), (13.1650436, 12.9109067))",unclassified,road
"((13.6911027, 11.0954953), (13.6915471, 11.0954785))",unclassified,road
"((1.5682985, 12.0719411), (1.5678286, 12.0719891))",unclassified,road
"((6.3480459, 13.6199647), (6.3481677, 13.6200401))",unclassified,road
"((4.9550303, 10.4762575), (4.9552707, 10.4764463))",unclassified,road
"((14.4556632, 13.4205515), (14.4556162, 13.4204564))",unclassified,road
"((173.0574778, -42.9454606), (173.0573936, -42.9455005))",unclassified,road
"((6.3384086, 6.7709862), (6.3383348, 6.7712166))",unclassified,road
"((7.4384373, 10.5180382), (7.4401465, 10.518352))",unclassified,road
"((30.8529002, 0.4979069), (30.8527071, 0.4980679))",unclassified,road
"((9.9059775, 7.5597793), (9.9059961, 7.5629104))",primary,road
"((4.1905841, 8.0395622), (4.1900204, 8.0383112))",secondary,road
"((1.4206815, 6.3675644), (1.4265463, 6.367409))",unclassified,road
"((6.2502297, 6.7834533), (6.2505904, 6.7825323))",tertiary,road
"((6.9356912, 7.9522923), (6.9355876, 7.9522012))",unclassified,road
"((9.6377608, 6.6282585), (9.6379087, 6.6285524))",unclassified,road
"((4.0011316, 13.1099329), (4.0011787, 13.1100901))",tertiary,road
"((6.9983098, 14.2848169), (6.9991466, 14.2853498))",unclassified,road
"((12.7649123, 13.2964802), (12.7655003, 13.2979109))",unclassified,road
"((3.8930159, 7.8693101), (3.8934766, 7.8691455))",unclassified,road
"((178.4539175, -18.1279768), (178.4538471, -18.1279799))",secondary,road
"((17.1198977, 12.6445825), (17.120448, 12.6447505))",unclassified,road
"((7.1164339, 13.4944375), (7.1164853, 13.49421))",secondary,road
"((10.2861647, 13.1425186), (10.2850346, 13.1445543))",unclassified,road
"((4.5505929, 7.7425643), (4.5506223, 7.74219))",unclassified,road
"((150.3068005, -5.5956012), (150.3076936, -5.5960937))",unclassified,road
"((13.5654354, 6.4448074), (13.5652779, 6.4444988))",unclassified,road
"((6.8900313, 5.9419504), (6.8900742, 5.942479))",tertiary,road
"((7.4990219, 10.4521575), (7.4991962, 10.4524001))",unclassified,road
"((12.0433057, 9.4423988), (12.0432989, 9.4420442))",unclassified,road
"((8.2841098, 14.3324619), (8.2843807, 14.3331323))",unclassified,road
"((12.3068458, 10.6724762), (12.3085603, 10.6739362))",unclassified,road
"((176.8691553, -39.4996718), (176.8686675, -39.4996122))",service,road
"((10.664058, 6.2597162), (10.6639722, 6.2598628))",secondary,road
"((5.2704531, 10.8327451), (5.2703366, 10.8329846))",unclassified,road
"((12.5878734, 13.3104554), (12.5886066, 13.3117964))",unclassified,road
"((174.912693, -37.326848), (174.9125652, -37.3268676))",unclassified,road
"((1.7689738, 11.6652217), (1.7688927, 11.6653471))",unclassified,road
"((174.6133981, -36.7608989), (174.6134456, -36.7608378))",service,road
"((6.8695664, 5.7755406), (6.8695785, 5.7756006))",unclassified,road
"((11.2618741, 4.1520605), (11.2619211, 4.1519414))",tertiary,road
"((2.6678351, 9.3744656), (2.6683151, 9.3742312))",unclassified,road
"((8.7634206, 15.0108394), (8.7631014, 15.0107927))",tertiary,road
"((5.806387, 11.0832886), (5.8063993, 11.0833667))",unclassified,road
"((0.6589383, 6.5533349), (0.6584179, 6.5534121))",service,road
"((11.9557036, 12.1041857), (11.9560362, 12.1055599))",unclassified,road
"((3.0121583, 7.3037241), (3.0122226, 7.3037321))",unclassified,road
"((175.8355251, -40.4593305), (175.8367471, -40.4598272))",unclassified,road
"((8.7364168, 12.0852668), (8.7365153, 12.0853468))",unclassified,road
"((7.438648, 8.9533895), (7.43869, 8.9533782))",unclassified,road
"((7.388429, 7.2431669), (7.3883754, 7.242507))",unclassified,road
"((9.6605873, 13.2456372), (9.6605658, 13.2450942))",unclassified,road
"((3.8794687, 7.4246136), (3.8794618, 7.4246597))",unclassified,road
"((0.902426, 6.4888113), (0.9023776, 6.4887863))",unclassified,road
"((8.4355636, 12.7952499), (8.4392518, 12.7943734))",secondary,road
"((12.5213428, 13.0251908), (12.5208702, 13.0250391))",unclassified,road
"((13.7707964, 11.8163552), (13.7709761, 11.8160402))",unclassified,road
"((9.3138177, 7.8814468), (9.313956, 7.88132))",unclassified,road
"((10.0405731, 9.3705253), (10.0406238, 9.3704297))",unclassified,road
"((1.5284383, 6.670542), (1.5285024, 6.6699627))",tertiary,road
"((8.6393934, 11.7928529), (8.6395576, 11.7925515))",unclassified,road
"((174.8121928, -41.3276447), (174.8120947, -41.3275355))",service,road
"((146.4261087, -19.45828), (146.4259034, -19.4589229))",service,road
"((175.8061623, -40.4350691), (175.8060194, -40.4350978))",secondary,road
"((174.6672553, -36.8014096), (174.667299, -36.8013265))",service,road
"((13.1413545, 12.5456456), (13.1416285, 12.5459599))",unclassified,road
"((15.5838405, 5.9424713), (15.5836698, 5.9424217))",unclassified,road
"((7.1140549, 13.5608012), (7.1141622, 13.5593097))",unclassified,road
"((5.27889, 10.9364547), (5.2789393, 10.9363458))",unclassified,road
"((12.4978093, 12.4133525), (12.4977731, 12.4134777))",unclassified,road
"((9.3354174, 9.6262642), (9.3354955, 9.6261078))",unclassified,road
"((7.2439861, 5.6505199), (7.2440712, 5.6503819))",tertiary,road
"((7.3815295, 13.7331104), (7.3815124, 13.733135))",tertiary,road
"((5.1354928, 14.4917759), (5.1348719, 14.4920226))",unclassified,road
"((3.2588893, 7.6895724), (3.2588464, 7.689615))",unclassified,road
"((19.9854353, 12.3919938), (19.9853686, 12.3931514))",tertiary,road
"((13.3617902, 9.3013643), (13.3619279, 9.3012103))",secondary,road
"((8.4852006, 7.7245719), (8.4854271, 7.7247849))",unclassified,road
"((7.597007, 12.9947229), (7.5969829, 12.9947079))",tertiary,road
"((6.0076654, 14.5473069), (6.0082716, 14.5474678))",unclassified,road
"((10.1556775, 5.9799869), (10.1557057, 5.980135))",tertiary,road
"((140.7618774, -2.7789948), (140.7618329, -2.7793877))",tertiary,road
"((3.3736423, 6.5629556), (3.3736295, 6.5629629))",service,road
"((11.2793705, 1.6426933), (11.2795958, 1.6425271))",motorway,road
"((12.7749056, 11.9882391), (12.7750317, 11.988453))",unclassified,road
"((7.4203259, 5.1244375), (7.4202373, 5.12436))",unclassified,road
"((3.8748955, 7.9517046), (3.874625, 7.952158))",unclassified,road
"((18.5443027, 8.7404797), (18.5442992, 8.7409141))",tertiary,road
"((4.3182713, 7.8819744), (4.3182385, 7.8818077))",unclassified,road
"((11.6088189, 9.5722076), (11.6088277, 9.5721538))",unclassified,road
"((6.2160435, 6.8121901), (6.2157257, 6.8120769))",tertiary,road
"((13.7389514, 7.7629114), (13.738956, 7.7627005))",unclassified,road
"((9.267079, 5.6930842), (9.2673604, 5.6931776))",secondary,road
"((4.587083, 7.5098221), (4.5872185, 7.5098913))",unclassified,road
"((6.1138564, 11.0011844), (6.1138844, 11.0011202))",unclassified,road
"((3.2758665, 7.4564935), (3.275815, 7.4570325))",unclassified,road
"((9.8765181, 11.6232187), (9.8764603, 11.6232225))",unclassified,road
"((8.0536277, 12.0056871), (8.0537944, 12.0055798))",unclassified,road
"((7.5951469, 8.8860601), (7.5952059, 8.8862483))",service,road
"((6.7113757, 6.2112487), (6.7113485, 6.2112272))",secondary,road
"((8.2271311, 5.8652846), (8.2272182, 5.8651734))",tertiary,road
"((9.0135551, 13.7022627), (9.0135091, 13.7021559))",unclassified,road
"((6.5531814, 13.1116692), (6.5530188, 13.1115306))",unclassified,road
"((6.1436172, 10.3044231), (6.1435277, 10.3046951))",unclassified,road
"((7.2317466, 5.9599844), (7.2317309, 5.9599414))",unclassified,road
"((27.9166384, 4.1367551), (27.9169003, 4.1373623))",unclassified,road
"((4.5934063, 10.8665346), (4.5936128, 10.8664687))",unclassified,road
"((11.1627014, 12.8110616), (11.1631192, 12.8110022))",primary,road
"((8.4815739, 13.4236606), (8.4810859, 13.4243573))",primary,road
"((174.7487619, -37.2484159), (174.7488726, -37.2485584))",secondary,road
"((4.6220132, 10.224298), (4.6219158, 10.2241559))",unclassified,road
"((7.0819254, 8.9443048), (7.0823605, 8.9442451))",primary,road
"((172.6241105, -43.4544992), (172.6241134, -43.4545235))",service,road
"((4.0160367, 8.6434074), (4.0161091, 8.6434233))",unclassified,road
"((168.3826409, -17.0633621), (168.3824711, -17.0646887))",unclassified,road
"((8.1447959, 14.5819689), (8.1441683, 14.5834692))",unclassified,road
"((9.842366, 10.5202027), (9.8426449, 10.5201869))",unclassified,road
"((10.2117678, 6.0014248), (10.2118269, 6.0015021))",unclassified,road
"((7.6040659, 11.4623839), (7.6041363, 11.4623694))",unclassified,road
"((11.1548494, 10.2535713), (11.1549237, 10.2536575))",unclassified,road
"((6.0175206, 6.7988967), (6.0176241, 6.7988152))",primary,road
"((14.3022165, 12.7899933), (14.3020604, 12.7900616))",unclassified,road
"((7.3114435, 5.1153154), (7.3114666, 5.1153685))",unclassified,road
"((145.6964063, -16.808981), (145.6964091, -16.8089447))",tertiary,road
"((11.3691141, 8.8802896), (11.3691184, 8.8797208))",unclassified,road
"((1.2462311, 6.1958656), (1.2464952, 6.1965237))",secondary,road
"((11.1062872, 11.318758), (11.106367, 11.318785))",unclassified,road
"((13.5513443, 10.504122), (13.5513111, 10.5037936))",unclassified,road
"((9.3145871, 13.8881035), (9.3134963, 13.8881434))",unclassified,road
"((7.2741511, 9.0121744), (7.2743068, 9.0123163))",service,road
"((9.088788, 8.2302381), (9.0889993, 8.2304026))",unclassified,road
"((12.6445858, 12.3835082), (12.6462146, 12.3843854))",unclassified,road
"((141.3832613, -20.1654116), (141.3872954, -20.1671237))",tertiary,road
"((1.7554978, 6.9894072), (1.7559455, 6.9899888))",unclassified,road
"((8.7598438, 12.1040746), (8.7597372, 12.1045402))",unclassified,road
"((23.8640991, 0.5278495), (23.863875, 0.5277561))",unclassified,road
"((143.8058209, -5.390576), (143.8055098, -5.3905386))",unclassified,road
"((176.1341857, -37.7238119), (176.1337734, -37.7236377))",service,road
"((5.3128434, 10.5445995), (5.3124085, 10.5446588))",unclassified,road
"((13.6110222, 14.411362), (13.610526, 14.4109255))",secondary,road
"((19.7997853, 3.2431175), (19.8006409, 3.2428852))",primary,road
"((5.3425848, 14.1147446), (5.3428477, 14.1150879))",unclassified,road
"((174.7785209, -41.3120669), (174.7784753, -41.3120523))",service,road
"((7.5860354, 5.0417122), (7.5861414, 5.0418177))",unclassified,road
"((6.0166906, 13.7112614), (6.0167668, 13.7113234))",unclassified,road
"((10.1974985, 10.3533394), (10.1975997, 10.3531781))",unclassified,road
"((5.9020292, 8.9260728), (5.9032859, 8.9251844))",unclassified,road
"((3.267443, 6.7912125), (3.2669673, 6.7913148))",tertiary,road
"((145.9980407, -17.4363976), (145.9979364, -17.4368627))",,rail
"((174.7859007, -36.9419634), (174.7859117, -36.9420021))",service,road
"((3.100783, 6.6503852), (3.1006471, 6.6503918))",unclassified,road
"((9.7197208, 4.0479668), (9.719624, 4.0479278))",primary,road
"((12.3413397, 5.6730726), (12.341442, 5.6729137))",unclassified,road
"((14.0717237, 10.8829855), (14.0719334, 10.8829257))",unclassified,road
"((5.0399427, 10.9982147), (5.0401402, 10.9978253))",unclassified,road
"((175.2753424, -40.6329489), (175.274859, -40.6327473))",tertiary,road
"((3.384704, 6.5831299), (3.3846851, 6.5832328))",secondary,road
"((5.6246028, 6.3041981), (5.624664, 6.3039323))",service,road
"((13.6164652, 7.3781627), (13.6164747, 7.378457))",tertiary,road
"((175.0667953, -41.1253281), (175.0667679, -41.1251806))",service,road
"((9.5844164, 6.6795569), (9.5844701, 6.6789575))",unclassified,road
"((4.7115989, 10.1872707), (4.7114688, 10.1869222))",unclassified,road
"((17.0454651, 3.9902766), (17.045626, 3.9897281))",secondary,road
"((25.0483813, 11.9891732), (25.0479832, 11.9890157))",tertiary,road
"((39.2820223, 21.4132904), (39.2820603, 21.4137415))",unclassified,road
"((1.0793431, 26.9720844), (1.0794328, 26.9720482))",tertiary,road
"((39.219292, 8.4512754), (39.2203007, 8.4513809))",unclassified,road
"((6.5036, 36.261918), (6.5033932, 36.2617989))",tertiary,road
"((5.5254206, 22.7721532), (5.5258297, 22.7722673))",service,road
"((8.4020838, 34.3156869), (8.4019376, 34.3157806))",primary,road
"((38.8201624, 8.1692575), (38.8200492, 8.1691476))",unclassified,road
"((13.2367644, 32.8819411), (13.2372554, 32.881904))",primary,road
"((11.08559, 33.4890863), (11.0853177, 33.4889168))",unclassified,road
"((6.5771273, 36.0276205), (6.5771064, 36.0282151))",secondary,road
"((39.4364463, 15.6218819), (39.4367562, 15.6217895))",unclassified,road
"((39.3373993, 21.4220649), (39.3376237, 21.4220231))",service,road
"((3.0837171, 34.8667926), (3.0833913, 34.8671282))",unclassified,road
"((2.9870245, 36.7404065), (2.9868704, 36.7404124))",service,road
"((39.1548601, 21.7675882), (39.1547494, 21.7677073))",unclassified,road
"((31.126667, 0.9713966), (31.1265288, 0.971421))",unclassified,road
"((4.0710411, 36.59447), (4.0710626, 36.5943968))",tertiary,road
"((13.137152, 32.6159751), (13.1373253, 32.6160459))",secondary,road
"((13.3783112, 32.8272041), (13.3782253, 32.8267353))",service,road
"((28.3153832, 14.1814954), (28.3139884, 14.1833157))",unclassified,road
"((7.6547188, 30.1380479), (7.6549881, 30.1380448))",unclassified,road
"((31.43682, 3.6560549), (31.436651, 3.6563091))",unclassified,road
"((36.1251874, 6.2185119), (36.12497, 6.2184522))",unclassified,road
"((31.7567941, 0.6978721), (31.7569202, 0.6979847))",unclassified,road
"((14.6274062, 32.3705122), (14.627459, 32.3704382))",tertiary,road
"((3.1891566, 34.402836), (3.189007, 34.4027083))",service,road
"((37.9918147, 7.1202403), (37.9922013, 7.1202395))",unclassified,road
"((31.9630242, 0.5856173), (31.964424, 0.5855831))",unclassified,road
"((32.3358367, 2.2598073), (32.3358858, 2.2597207))",unclassified,road
"((42.5523805, 16.9014766), (42.5518443, 16.9013762))",service,road
"((30.6623038, 3.0452307), (30.662181, 3.0454282))",unclassified,road
"((35.974516, 14.7390501), (35.9748773, 14.7395144))",unclassified,road
"((33.8488695, 1.6291689), (33.848951, 1.6293207))",unclassified,road
"((38.8997099, 9.0362082), (38.8995983, 9.0364095))",secondary,road
"((34.8714074, 0.8905098), (34.8711553, 0.8903798))",unclassified,road
"((34.0049866, 0.1177681), (34.0052561, 0.1179497))",unclassified,road
"((34.3440235, 0.1596227), (34.3440711, 0.1595423))",unclassified,road
"((31.61897, 4.8155087), (31.6191685, 4.8154665))",primary,road
"((39.5322743, 13.4722183), (39.5324402, 13.4726228))",service,road
"((12.4644855, 32.6279477), (12.4644366, 32.6278942))",unclassified,road
"((34.2453946, 0.1312095), (34.2453587, 0.1315016))",unclassified,road
"((39.1106821, 21.6636884), (39.1108023, 21.6590089))",primary,road
"((32.9204839, 0.5902512), (32.9205536, 0.5900609))",tertiary,road
"((38.535529, 8.11599), (38.5360647, 8.1157089))",unclassified,road
"((10.746839, 33.7369887), (10.7467814, 33.7363084))",secondary,road
"((6.08352, 33.1363479), (6.0839689, 33.1363496))",tertiary,road
"((35.3795868, 14.0772369), (35.3799596, 14.0766047))",secondary,road
"((33.6752474, 1.9780458), (33.675538, 1.9778888))",unclassified,road
"((38.0935818, 6.3804858), (38.093315, 6.380659))",tertiary,road
